method,task,regime,split,seed,episodes,success_rate,mechanism_f1,invalid_repair_rate,repeat_failure_rate,damage_rate,diagnostic_probe_cost,calibration_error
active_probe_planner,occluded_push_recovery,nominal,combined_stress,0,72,0.680556,0.587898,0.182278,0.184344,0.069036,0.297277,0.067018
active_probe_planner,occluded_push_recovery,nominal,combined_stress,1,72,0.694444,0.562540,0.187595,0.178188,0.070491,0.301533,0.065524
active_probe_planner,occluded_push_recovery,nominal,combined_stress,2,72,0.583333,0.561754,0.178817,0.179532,0.074387,0.294634,0.065371
active_probe_planner,occluded_push_recovery,nominal,combined_stress,3,72,0.666667,0.577393,0.179994,0.171745,0.072772,0.300481,0.071808
active_probe_planner,occluded_push_recovery,nominal,combined_stress,4,72,0.708333,0.571875,0.187513,0.184620,0.077256,0.294554,0.067834
active_probe_planner,occluded_push_recovery,nominal,combined_stress,5,72,0.680556,0.574358,0.185853,0.170050,0.073268,0.305891,0.066185
active_probe_planner,occluded_push_recovery,nominal,combined_stress,6,72,0.708333,0.579724,0.180710,0.185917,0.072916,0.301144,0.071997
active_probe_planner,occluded_push_recovery,friction_shift,in_distribution,0,72,0.666667,0.579763,0.173564,0.168638,0.070511,0.291935,0.058633
active_probe_planner,occluded_push_recovery,friction_shift,in_distribution,1,72,0.625000,0.578672,0.176167,0.176402,0.067240,0.302183,0.063745
active_probe_planner,occluded_push_recovery,friction_shift,in_distribution,2,72,0.763889,0.581133,0.173402,0.161776,0.068741,0.297364,0.057535
active_probe_planner,occluded_push_recovery,friction_shift,in_distribution,3,72,0.708333,0.601816,0.174963,0.172185,0.071644,0.286799,0.064472
active_probe_planner,occluded_push_recovery,friction_shift,in_distribution,4,72,0.625000,0.588858,0.172127,0.161489,0.070528,0.292461,0.062287
active_probe_planner,occluded_push_recovery,friction_shift,in_distribution,5,72,0.638889,0.587476,0.166841,0.168767,0.069811,0.297442,0.058878
active_probe_planner,occluded_push_recovery,friction_shift,in_distribution,6,72,0.736111,0.572505,0.172884,0.168384,0.073143,0.285261,0.058392
active_probe_planner,occluded_push_recovery,friction_shift,hidden_mechanism,0,72,0.583333,0.568262,0.195652,0.178511,0.076977,0.307856,0.071492
active_probe_planner,occluded_push_recovery,friction_shift,hidden_mechanism,1,72,0.680556,0.562258,0.187245,0.183452,0.074430,0.306661,0.068672
active_probe_planner,occluded_push_recovery,friction_shift,hidden_mechanism,2,72,0.652778,0.562830,0.181959,0.185337,0.079696,0.305288,0.066060
active_probe_planner,occluded_push_recovery,friction_shift,hidden_mechanism,3,72,0.638889,0.562123,0.187810,0.181818,0.074190,0.305250,0.073655
active_probe_planner,occluded_push_recovery,friction_shift,hidden_mechanism,4,72,0.763889,0.577374,0.182225,0.183809,0.077205,0.305090,0.071708
active_probe_planner,occluded_push_recovery,friction_shift,hidden_mechanism,5,72,0.736111,0.569951,0.190449,0.182760,0.072869,0.305595,0.069422
active_probe_planner,occluded_push_recovery,friction_shift,hidden_mechanism,6,72,0.666667,0.566345,0.190904,0.181851,0.078003,0.305161,0.066957
active_probe_planner,occluded_push_recovery,friction_shift,long_horizon,0,72,0.611111,0.576038,0.188639,0.181550,0.075501,0.309391,0.067209
active_probe_planner,occluded_push_recovery,friction_shift,long_horizon,1,72,0.611111,0.590400,0.184758,0.175937,0.071412,0.302401,0.063354
active_probe_planner,occluded_push_recovery,friction_shift,long_horizon,2,72,0.597222,0.566070,0.185978,0.174613,0.074633,0.292776,0.068672
active_probe_planner,occluded_push_recovery,friction_shift,long_horizon,3,72,0.750000,0.568300,0.183721,0.177396,0.078228,0.302853,0.062158
active_probe_planner,occluded_push_recovery,friction_shift,long_horizon,4,72,0.722222,0.560563,0.187549,0.179107,0.078119,0.301665,0.064257
active_probe_planner,occluded_push_recovery,friction_shift,long_horizon,5,72,0.625000,0.554436,0.186258,0.181918,0.069728,0.297794,0.068411
active_probe_planner,occluded_push_recovery,friction_shift,long_horizon,6,72,0.694444,0.582901,0.191602,0.175590,0.073739,0.295515,0.068180
active_probe_planner,occluded_push_recovery,friction_shift,sparse_observation,0,72,0.638889,0.551256,0.209480,0.201734,0.080111,0.313644,0.081254
active_probe_planner,occluded_push_recovery,friction_shift,sparse_observation,1,72,0.638889,0.543474,0.204088,0.193492,0.079390,0.306743,0.081960
active_probe_planner,occluded_push_recovery,friction_shift,sparse_observation,2,72,0.638889,0.535424,0.203517,0.204304,0.076646,0.309751,0.073044
active_probe_planner,occluded_push_recovery,friction_shift,sparse_observation,3,72,0.652778,0.528968,0.201098,0.195451,0.074743,0.318148,0.074914
active_probe_planner,occluded_push_recovery,friction_shift,sparse_observation,4,72,0.652778,0.539734,0.205181,0.202995,0.084581,0.312213,0.076893
active_probe_planner,occluded_push_recovery,friction_shift,sparse_observation,5,72,0.750000,0.554439,0.210026,0.194208,0.077966,0.317643,0.074566
active_probe_planner,occluded_push_recovery,friction_shift,sparse_observation,6,72,0.736111,0.555270,0.211684,0.198568,0.071351,0.314485,0.080196
active_probe_planner,occluded_push_recovery,friction_shift,combined_stress,0,72,0.680556,0.531240,0.198478,0.206024,0.077442,0.308083,0.079656
active_probe_planner,occluded_push_recovery,friction_shift,combined_stress,1,72,0.583333,0.555418,0.208502,0.204294,0.077048,0.312891,0.076549
active_probe_planner,occluded_push_recovery,friction_shift,combined_stress,2,72,0.652778,0.543838,0.207519,0.199361,0.086099,0.314184,0.072590
active_probe_planner,occluded_push_recovery,friction_shift,combined_stress,3,72,0.638889,0.524813,0.207941,0.194768,0.079375,0.308841,0.079223
active_probe_planner,occluded_push_recovery,friction_shift,combined_stress,4,72,0.625000,0.537093,0.198887,0.205339,0.082869,0.312779,0.071645
active_probe_planner,occluded_push_recovery,friction_shift,combined_stress,5,72,0.708333,0.542820,0.209768,0.199551,0.080896,0.319488,0.079998
active_probe_planner,occluded_push_recovery,friction_shift,combined_stress,6,72,0.597222,0.539736,0.203614,0.204024,0.081149,0.320151,0.082257
active_probe_planner,occluded_push_recovery,compliance_shift,in_distribution,0,72,0.722222,0.580572,0.180814,0.170738,0.067584,0.294703,0.062668
active_probe_planner,occluded_push_recovery,compliance_shift,in_distribution,1,72,0.597222,0.584362,0.177293,0.167928,0.077415,0.294951,0.062277
active_probe_planner,occluded_push_recovery,compliance_shift,in_distribution,2,72,0.750000,0.565436,0.176828,0.178140,0.072465,0.298458,0.067962
active_probe_planner,occluded_push_recovery,compliance_shift,in_distribution,3,72,0.750000,0.573354,0.173088,0.176579,0.072951,0.295311,0.066707
active_probe_planner,occluded_push_recovery,compliance_shift,in_distribution,4,72,0.763889,0.582584,0.185412,0.172107,0.077873,0.297862,0.063353
active_probe_planner,occluded_push_recovery,compliance_shift,in_distribution,5,72,0.666667,0.582740,0.168957,0.170158,0.067811,0.297903,0.069486
active_probe_planner,occluded_push_recovery,compliance_shift,in_distribution,6,72,0.694444,0.570612,0.176366,0.174245,0.069401,0.298712,0.068676
active_probe_planner,occluded_push_recovery,compliance_shift,hidden_mechanism,0,72,0.652778,0.556132,0.188818,0.184810,0.079787,0.311221,0.072289
active_probe_planner,occluded_push_recovery,compliance_shift,hidden_mechanism,1,72,0.597222,0.527992,0.188911,0.185914,0.081980,0.302754,0.070005
active_probe_planner,occluded_push_recovery,compliance_shift,hidden_mechanism,2,72,0.666667,0.561379,0.194742,0.184607,0.073833,0.305003,0.075703
active_probe_planner,occluded_push_recovery,compliance_shift,hidden_mechanism,3,72,0.611111,0.564176,0.193546,0.193533,0.072166,0.302322,0.069161
active_probe_planner,occluded_push_recovery,compliance_shift,hidden_mechanism,4,72,0.652778,0.562837,0.191140,0.190174,0.077637,0.303036,0.073814
active_probe_planner,occluded_push_recovery,compliance_shift,hidden_mechanism,5,72,0.750000,0.554458,0.190467,0.186996,0.078423,0.315271,0.072879
active_probe_planner,occluded_push_recovery,compliance_shift,hidden_mechanism,6,72,0.666667,0.541041,0.191252,0.182122,0.074788,0.302108,0.073262
active_probe_planner,occluded_push_recovery,compliance_shift,long_horizon,0,72,0.625000,0.555247,0.193316,0.183066,0.076180,0.308795,0.069617
active_probe_planner,occluded_push_recovery,compliance_shift,long_horizon,1,72,0.611111,0.550116,0.185923,0.182880,0.073345,0.304304,0.070911
active_probe_planner,occluded_push_recovery,compliance_shift,long_horizon,2,72,0.722222,0.554825,0.192221,0.190909,0.076355,0.309348,0.072181
active_probe_planner,occluded_push_recovery,compliance_shift,long_horizon,3,72,0.555556,0.566459,0.191108,0.181416,0.077005,0.308620,0.067629
active_probe_planner,occluded_push_recovery,compliance_shift,long_horizon,4,72,0.652778,0.550997,0.193187,0.190876,0.074595,0.310574,0.071882
active_probe_planner,occluded_push_recovery,compliance_shift,long_horizon,5,72,0.694444,0.561852,0.177104,0.188408,0.074645,0.305334,0.071057
active_probe_planner,occluded_push_recovery,compliance_shift,long_horizon,6,72,0.722222,0.557907,0.188955,0.191499,0.080914,0.305130,0.070995
active_probe_planner,occluded_push_recovery,compliance_shift,sparse_observation,0,72,0.666667,0.543861,0.208739,0.197835,0.081199,0.315189,0.081664
active_probe_planner,occluded_push_recovery,compliance_shift,sparse_observation,1,72,0.597222,0.549275,0.204920,0.208229,0.074950,0.308585,0.076775
active_probe_planner,occluded_push_recovery,compliance_shift,sparse_observation,2,72,0.680556,0.533898,0.202099,0.209204,0.081135,0.313788,0.081594
active_probe_planner,occluded_push_recovery,compliance_shift,sparse_observation,3,72,0.666667,0.528795,0.214390,0.201710,0.076156,0.317118,0.075238
active_probe_planner,occluded_push_recovery,compliance_shift,sparse_observation,4,72,0.569444,0.544268,0.209635,0.203395,0.079415,0.314785,0.082504
active_probe_planner,occluded_push_recovery,compliance_shift,sparse_observation,5,72,0.666667,0.529606,0.206472,0.211615,0.081357,0.319235,0.078771
active_probe_planner,occluded_push_recovery,compliance_shift,sparse_observation,6,72,0.708333,0.540620,0.207054,0.204554,0.084538,0.319019,0.075183
active_probe_planner,occluded_push_recovery,compliance_shift,combined_stress,0,72,0.666667,0.538024,0.214711,0.205085,0.079747,0.323354,0.080663
active_probe_planner,occluded_push_recovery,compliance_shift,combined_stress,1,72,0.583333,0.524440,0.214810,0.201205,0.082086,0.322309,0.072682
active_probe_planner,occluded_push_recovery,compliance_shift,combined_stress,2,72,0.680556,0.550454,0.218113,0.211674,0.075054,0.318637,0.082751
active_probe_planner,occluded_push_recovery,compliance_shift,combined_stress,3,72,0.638889,0.534512,0.203201,0.209404,0.081740,0.316715,0.077153
active_probe_planner,occluded_push_recovery,compliance_shift,combined_stress,4,72,0.486111,0.534477,0.211832,0.204306,0.080298,0.316368,0.084290
active_probe_planner,occluded_push_recovery,compliance_shift,combined_stress,5,72,0.611111,0.520953,0.209614,0.214883,0.081414,0.311310,0.089784
active_probe_planner,occluded_push_recovery,compliance_shift,combined_stress,6,72,0.625000,0.538274,0.207528,0.201735,0.084893,0.320370,0.080942
active_probe_planner,occluded_push_recovery,occlusion_persistence,in_distribution,0,72,0.694444,0.582322,0.174099,0.184266,0.070394,0.301360,0.068803
active_probe_planner,occluded_push_recovery,occlusion_persistence,in_distribution,1,72,0.680556,0.581563,0.176450,0.175576,0.070435,0.300865,0.066765
active_probe_planner,occluded_push_recovery,occlusion_persistence,in_distribution,2,72,0.694444,0.579770,0.185345,0.175629,0.070716,0.298878,0.072259
active_probe_planner,occluded_push_recovery,occlusion_persistence,in_distribution,3,72,0.708333,0.583095,0.171604,0.171539,0.073976,0.290954,0.066242
active_probe_planner,occluded_push_recovery,occlusion_persistence,in_distribution,4,72,0.694444,0.577201,0.177556,0.172492,0.071584,0.295680,0.068501
active_probe_planner,occluded_push_recovery,occlusion_persistence,in_distribution,5,72,0.805556,0.561676,0.175092,0.179059,0.070790,0.299436,0.068590
active_probe_planner,occluded_push_recovery,occlusion_persistence,in_distribution,6,72,0.736111,0.559636,0.173928,0.181509,0.070470,0.292842,0.067628
active_probe_planner,occluded_push_recovery,occlusion_persistence,hidden_mechanism,0,72,0.652778,0.572840,0.202404,0.200870,0.076428,0.306769,0.075204
active_probe_planner,occluded_push_recovery,occlusion_persistence,hidden_mechanism,1,72,0.638889,0.558583,0.201082,0.191754,0.080454,0.315583,0.067877
active_probe_planner,occluded_push_recovery,occlusion_persistence,hidden_mechanism,2,72,0.680556,0.555690,0.200291,0.193308,0.080728,0.304788,0.074367
active_probe_planner,occluded_push_recovery,occlusion_persistence,hidden_mechanism,3,72,0.625000,0.558877,0.198181,0.188695,0.079412,0.302961,0.069149
active_probe_planner,occluded_push_recovery,occlusion_persistence,hidden_mechanism,4,72,0.680556,0.557393,0.196350,0.194629,0.075814,0.303411,0.075728
active_probe_planner,occluded_push_recovery,occlusion_persistence,hidden_mechanism,5,72,0.611111,0.580851,0.202538,0.199135,0.078878,0.303250,0.072570
active_probe_planner,occluded_push_recovery,occlusion_persistence,hidden_mechanism,6,72,0.597222,0.556150,0.194898,0.192065,0.076381,0.303004,0.071894
active_probe_planner,occluded_push_recovery,occlusion_persistence,long_horizon,0,72,0.722222,0.546037,0.198457,0.189369,0.070797,0.307916,0.073633
active_probe_planner,occluded_push_recovery,occlusion_persistence,long_horizon,1,72,0.666667,0.536930,0.191991,0.185360,0.081296,0.310397,0.067306
active_probe_planner,occluded_push_recovery,occlusion_persistence,long_horizon,2,72,0.652778,0.567236,0.194080,0.191034,0.075837,0.304641,0.072814
active_probe_planner,occluded_push_recovery,occlusion_persistence,long_horizon,3,72,0.611111,0.548164,0.185754,0.186035,0.076261,0.299662,0.072033
active_probe_planner,occluded_push_recovery,occlusion_persistence,long_horizon,4,72,0.625000,0.543355,0.197586,0.187196,0.077053,0.305098,0.070181
active_probe_planner,occluded_push_recovery,occlusion_persistence,long_horizon,5,72,0.680556,0.556237,0.185667,0.192426,0.080503,0.308315,0.074787
active_probe_planner,occluded_push_recovery,occlusion_persistence,long_horizon,6,72,0.763889,0.557558,0.197200,0.180729,0.074475,0.305247,0.069783
active_probe_planner,occluded_push_recovery,occlusion_persistence,sparse_observation,0,72,0.708333,0.530201,0.212262,0.206750,0.078952,0.316116,0.083016
active_probe_planner,occluded_push_recovery,occlusion_persistence,sparse_observation,1,72,0.666667,0.523759,0.208228,0.202645,0.082752,0.316864,0.079016
active_probe_planner,occluded_push_recovery,occlusion_persistence,sparse_observation,2,72,0.583333,0.514577,0.211925,0.205644,0.082454,0.323340,0.075512
active_probe_planner,occluded_push_recovery,occlusion_persistence,sparse_observation,3,72,0.666667,0.522940,0.213597,0.202180,0.078444,0.314828,0.075762
active_probe_planner,occluded_push_recovery,occlusion_persistence,sparse_observation,4,72,0.625000,0.522120,0.211875,0.206998,0.085637,0.316686,0.079714
active_probe_planner,occluded_push_recovery,occlusion_persistence,sparse_observation,5,72,0.597222,0.538593,0.217257,0.207255,0.079463,0.314587,0.081909
active_probe_planner,occluded_push_recovery,occlusion_persistence,sparse_observation,6,72,0.527778,0.537687,0.212499,0.202308,0.079931,0.316763,0.079329
active_probe_planner,occluded_push_recovery,occlusion_persistence,combined_stress,0,72,0.541667,0.528716,0.221128,0.202841,0.082988,0.311084,0.081885
active_probe_planner,occluded_push_recovery,occlusion_persistence,combined_stress,1,72,0.750000,0.534400,0.215912,0.201476,0.083828,0.315988,0.085254
active_probe_planner,occluded_push_recovery,occlusion_persistence,combined_stress,2,72,0.625000,0.543425,0.214339,0.204428,0.082772,0.316128,0.076919
active_probe_planner,occluded_push_recovery,occlusion_persistence,combined_stress,3,72,0.569444,0.510874,0.214397,0.207461,0.086958,0.319648,0.080050
active_probe_planner,occluded_push_recovery,occlusion_persistence,combined_stress,4,72,0.583333,0.541827,0.215742,0.207296,0.085121,0.318840,0.082044
active_probe_planner,occluded_push_recovery,occlusion_persistence,combined_stress,5,72,0.625000,0.531587,0.215186,0.204669,0.080982,0.312019,0.084917
active_probe_planner,occluded_push_recovery,occlusion_persistence,combined_stress,6,72,0.541667,0.545253,0.210028,0.201427,0.081409,0.319934,0.079728
active_probe_planner,occluded_push_recovery,contact_mode_flip,in_distribution,0,72,0.666667,0.554281,0.187790,0.184927,0.078508,0.300368,0.068416
active_probe_planner,occluded_push_recovery,contact_mode_flip,in_distribution,1,72,0.652778,0.559273,0.196356,0.174012,0.076413,0.300663,0.074262
active_probe_planner,occluded_push_recovery,contact_mode_flip,in_distribution,2,72,0.722222,0.558184,0.191529,0.179208,0.069790,0.298021,0.070543
active_probe_planner,occluded_push_recovery,contact_mode_flip,in_distribution,3,72,0.722222,0.572294,0.192624,0.188756,0.076248,0.305722,0.069265
active_probe_planner,occluded_push_recovery,contact_mode_flip,in_distribution,4,72,0.736111,0.553174,0.189981,0.187197,0.077527,0.296578,0.070981
active_probe_planner,occluded_push_recovery,contact_mode_flip,in_distribution,5,72,0.736111,0.568092,0.182124,0.179731,0.072090,0.303435,0.063181
active_probe_planner,occluded_push_recovery,contact_mode_flip,in_distribution,6,72,0.638889,0.580589,0.187951,0.187016,0.074156,0.303797,0.067221
active_probe_planner,occluded_push_recovery,contact_mode_flip,hidden_mechanism,0,72,0.625000,0.552892,0.207538,0.200927,0.079684,0.311076,0.074795
active_probe_planner,occluded_push_recovery,contact_mode_flip,hidden_mechanism,1,72,0.583333,0.551631,0.205498,0.190585,0.079734,0.316746,0.074264
active_probe_planner,occluded_push_recovery,contact_mode_flip,hidden_mechanism,2,72,0.611111,0.532104,0.202246,0.198335,0.076884,0.306505,0.073707
active_probe_planner,occluded_push_recovery,contact_mode_flip,hidden_mechanism,3,72,0.541667,0.538594,0.208715,0.191848,0.078812,0.309841,0.078851
active_probe_planner,occluded_push_recovery,contact_mode_flip,hidden_mechanism,4,72,0.680556,0.548280,0.204094,0.195618,0.078146,0.312039,0.075028
active_probe_planner,occluded_push_recovery,contact_mode_flip,hidden_mechanism,5,72,0.652778,0.550756,0.210720,0.193580,0.080063,0.319815,0.077864
active_probe_planner,occluded_push_recovery,contact_mode_flip,hidden_mechanism,6,72,0.597222,0.547938,0.199630,0.200019,0.075286,0.313927,0.071749
active_probe_planner,occluded_push_recovery,contact_mode_flip,long_horizon,0,72,0.763889,0.546102,0.202220,0.190913,0.079240,0.319289,0.073280
active_probe_planner,occluded_push_recovery,contact_mode_flip,long_horizon,1,72,0.750000,0.558729,0.204585,0.190598,0.072261,0.311516,0.076155
active_probe_planner,occluded_push_recovery,contact_mode_flip,long_horizon,2,72,0.597222,0.524794,0.187461,0.193683,0.081562,0.311618,0.078436
active_probe_planner,occluded_push_recovery,contact_mode_flip,long_horizon,3,72,0.652778,0.537877,0.197966,0.201959,0.077335,0.309552,0.074016
active_probe_planner,occluded_push_recovery,contact_mode_flip,long_horizon,4,72,0.583333,0.556467,0.193869,0.201236,0.078452,0.317311,0.083588
active_probe_planner,occluded_push_recovery,contact_mode_flip,long_horizon,5,72,0.638889,0.546254,0.204271,0.195612,0.081832,0.316797,0.072537
active_probe_planner,occluded_push_recovery,contact_mode_flip,long_horizon,6,72,0.555556,0.545840,0.203314,0.196100,0.078036,0.305784,0.071364
active_probe_planner,occluded_push_recovery,contact_mode_flip,sparse_observation,0,72,0.611111,0.530762,0.216903,0.210719,0.079688,0.320062,0.081384
active_probe_planner,occluded_push_recovery,contact_mode_flip,sparse_observation,1,72,0.638889,0.507197,0.218629,0.217814,0.080513,0.322997,0.079556
active_probe_planner,occluded_push_recovery,contact_mode_flip,sparse_observation,2,72,0.694444,0.531455,0.216198,0.208928,0.085427,0.315279,0.081276
active_probe_planner,occluded_push_recovery,contact_mode_flip,sparse_observation,3,72,0.708333,0.524912,0.218940,0.218158,0.083536,0.322376,0.081965
active_probe_planner,occluded_push_recovery,contact_mode_flip,sparse_observation,4,72,0.791667,0.532889,0.217449,0.209670,0.081046,0.318383,0.082863
active_probe_planner,occluded_push_recovery,contact_mode_flip,sparse_observation,5,72,0.583333,0.522801,0.212971,0.208907,0.087641,0.314154,0.079238
active_probe_planner,occluded_push_recovery,contact_mode_flip,sparse_observation,6,72,0.597222,0.541844,0.227437,0.205661,0.084603,0.317527,0.076360
active_probe_planner,occluded_push_recovery,contact_mode_flip,combined_stress,0,72,0.625000,0.525663,0.214230,0.217324,0.081104,0.322949,0.084931
active_probe_planner,occluded_push_recovery,contact_mode_flip,combined_stress,1,72,0.527778,0.525479,0.219193,0.222173,0.085310,0.314867,0.082113
active_probe_planner,occluded_push_recovery,contact_mode_flip,combined_stress,2,72,0.625000,0.526539,0.226017,0.208097,0.079644,0.322509,0.084016
active_probe_planner,occluded_push_recovery,contact_mode_flip,combined_stress,3,72,0.555556,0.530745,0.220116,0.211053,0.082897,0.315617,0.077253
active_probe_planner,occluded_push_recovery,contact_mode_flip,combined_stress,4,72,0.638889,0.509697,0.219660,0.212499,0.083245,0.321868,0.077776
active_probe_planner,occluded_push_recovery,contact_mode_flip,combined_stress,5,72,0.555556,0.520297,0.214143,0.209580,0.089392,0.323199,0.079757
active_probe_planner,occluded_push_recovery,contact_mode_flip,combined_stress,6,72,0.625000,0.510645,0.217595,0.208187,0.086208,0.320718,0.085049
active_probe_planner,occluded_push_recovery,actuator_lag,in_distribution,0,72,0.652778,0.569599,0.185876,0.173585,0.074463,0.294924,0.067789
active_probe_planner,occluded_push_recovery,actuator_lag,in_distribution,1,72,0.680556,0.558261,0.177809,0.182001,0.074247,0.304335,0.071810
active_probe_planner,occluded_push_recovery,actuator_lag,in_distribution,2,72,0.694444,0.580555,0.181161,0.178864,0.072728,0.305001,0.069345
active_probe_planner,occluded_push_recovery,actuator_lag,in_distribution,3,72,0.666667,0.565842,0.176288,0.181000,0.070672,0.297987,0.065400
active_probe_planner,occluded_push_recovery,actuator_lag,in_distribution,4,72,0.722222,0.577152,0.181360,0.179646,0.076881,0.305329,0.072270
active_probe_planner,occluded_push_recovery,actuator_lag,in_distribution,5,72,0.652778,0.573319,0.179633,0.179928,0.070098,0.297074,0.062548
active_probe_planner,occluded_push_recovery,actuator_lag,in_distribution,6,72,0.666667,0.581503,0.174014,0.183929,0.074129,0.301279,0.068715
active_probe_planner,occluded_push_recovery,actuator_lag,hidden_mechanism,0,72,0.680556,0.554644,0.188829,0.193421,0.077416,0.304537,0.077799
active_probe_planner,occluded_push_recovery,actuator_lag,hidden_mechanism,1,72,0.625000,0.542983,0.194776,0.186421,0.077211,0.306656,0.068491
active_probe_planner,occluded_push_recovery,actuator_lag,hidden_mechanism,2,72,0.680556,0.538249,0.195865,0.203673,0.079179,0.310904,0.076651
active_probe_planner,occluded_push_recovery,actuator_lag,hidden_mechanism,3,72,0.652778,0.562060,0.195025,0.197621,0.074974,0.309870,0.073358
active_probe_planner,occluded_push_recovery,actuator_lag,hidden_mechanism,4,72,0.638889,0.570113,0.202767,0.193113,0.077856,0.308209,0.073535
active_probe_planner,occluded_push_recovery,actuator_lag,hidden_mechanism,5,72,0.611111,0.562192,0.193073,0.194165,0.079343,0.312273,0.072018
active_probe_planner,occluded_push_recovery,actuator_lag,hidden_mechanism,6,72,0.750000,0.563890,0.208542,0.189901,0.079171,0.307810,0.075127
active_probe_planner,occluded_push_recovery,actuator_lag,long_horizon,0,72,0.555556,0.556689,0.187549,0.184406,0.071353,0.311830,0.064145
active_probe_planner,occluded_push_recovery,actuator_lag,long_horizon,1,72,0.666667,0.557707,0.197298,0.194262,0.075782,0.311677,0.070423
active_probe_planner,occluded_push_recovery,actuator_lag,long_horizon,2,72,0.625000,0.569668,0.187057,0.184068,0.076651,0.310086,0.073051
active_probe_planner,occluded_push_recovery,actuator_lag,long_horizon,3,72,0.583333,0.567025,0.190241,0.184851,0.075558,0.309243,0.071127
active_probe_planner,occluded_push_recovery,actuator_lag,long_horizon,4,72,0.583333,0.547208,0.197528,0.193742,0.080378,0.314835,0.072269
active_probe_planner,occluded_push_recovery,actuator_lag,long_horizon,5,72,0.680556,0.543316,0.189305,0.184172,0.074142,0.311545,0.070893
active_probe_planner,occluded_push_recovery,actuator_lag,long_horizon,6,72,0.666667,0.549853,0.194858,0.198372,0.075380,0.314206,0.072275
active_probe_planner,occluded_push_recovery,actuator_lag,sparse_observation,0,72,0.597222,0.531449,0.216565,0.211603,0.086163,0.320965,0.076880
active_probe_planner,occluded_push_recovery,actuator_lag,sparse_observation,1,72,0.666667,0.527277,0.219402,0.209433,0.082363,0.317070,0.080585
active_probe_planner,occluded_push_recovery,actuator_lag,sparse_observation,2,72,0.666667,0.519090,0.216947,0.205327,0.083025,0.320930,0.079966
active_probe_planner,occluded_push_recovery,actuator_lag,sparse_observation,3,72,0.652778,0.554446,0.208288,0.204789,0.086575,0.316218,0.081419
active_probe_planner,occluded_push_recovery,actuator_lag,sparse_observation,4,72,0.541667,0.529367,0.213526,0.201191,0.083954,0.322744,0.081291
active_probe_planner,occluded_push_recovery,actuator_lag,sparse_observation,5,72,0.652778,0.533651,0.209707,0.210477,0.085488,0.316165,0.079683
active_probe_planner,occluded_push_recovery,actuator_lag,sparse_observation,6,72,0.541667,0.512062,0.213373,0.216147,0.087123,0.326072,0.086353
active_probe_planner,occluded_push_recovery,actuator_lag,combined_stress,0,72,0.486111,0.529735,0.212066,0.223592,0.089468,0.309172,0.080768
active_probe_planner,occluded_push_recovery,actuator_lag,combined_stress,1,72,0.513889,0.521526,0.216647,0.205342,0.081671,0.320135,0.083135
active_probe_planner,occluded_push_recovery,actuator_lag,combined_stress,2,72,0.569444,0.524826,0.213412,0.212756,0.084066,0.319984,0.074577
active_probe_planner,occluded_push_recovery,actuator_lag,combined_stress,3,72,0.611111,0.530449,0.222159,0.208079,0.086535,0.319403,0.080550
active_probe_planner,occluded_push_recovery,actuator_lag,combined_stress,4,72,0.694444,0.537886,0.215730,0.212621,0.078473,0.317677,0.087029
active_probe_planner,occluded_push_recovery,actuator_lag,combined_stress,5,72,0.708333,0.526416,0.215859,0.205157,0.079831,0.328660,0.078628
active_probe_planner,occluded_push_recovery,actuator_lag,combined_stress,6,72,0.638889,0.524021,0.218488,0.203837,0.083496,0.323177,0.080279
active_probe_planner,occluded_push_recovery,payload_shift,in_distribution,0,72,0.611111,0.550719,0.186503,0.184444,0.075395,0.310314,0.071690
active_probe_planner,occluded_push_recovery,payload_shift,in_distribution,1,72,0.638889,0.573485,0.178774,0.188226,0.079445,0.303991,0.066722
active_probe_planner,occluded_push_recovery,payload_shift,in_distribution,2,72,0.597222,0.551530,0.192023,0.190549,0.075771,0.303179,0.070099
active_probe_planner,occluded_push_recovery,payload_shift,in_distribution,3,72,0.736111,0.561332,0.192027,0.178805,0.073381,0.301796,0.070879
active_probe_planner,occluded_push_recovery,payload_shift,in_distribution,4,72,0.736111,0.586014,0.193862,0.192423,0.075780,0.300784,0.073349
active_probe_planner,occluded_push_recovery,payload_shift,in_distribution,5,72,0.736111,0.575403,0.190305,0.186887,0.079192,0.309217,0.071568
active_probe_planner,occluded_push_recovery,payload_shift,in_distribution,6,72,0.652778,0.555973,0.193478,0.187599,0.073901,0.307279,0.064131
active_probe_planner,occluded_push_recovery,payload_shift,hidden_mechanism,0,72,0.625000,0.535522,0.207341,0.194782,0.080078,0.316092,0.071697
active_probe_planner,occluded_push_recovery,payload_shift,hidden_mechanism,1,72,0.569444,0.545943,0.213148,0.201132,0.076243,0.315918,0.082787
active_probe_planner,occluded_push_recovery,payload_shift,hidden_mechanism,2,72,0.694444,0.553143,0.196486,0.194221,0.076230,0.309661,0.075228
active_probe_planner,occluded_push_recovery,payload_shift,hidden_mechanism,3,72,0.569444,0.548788,0.205893,0.197918,0.082140,0.320642,0.081906
active_probe_planner,occluded_push_recovery,payload_shift,hidden_mechanism,4,72,0.638889,0.518840,0.203820,0.202278,0.078228,0.316216,0.077053
active_probe_planner,occluded_push_recovery,payload_shift,hidden_mechanism,5,72,0.694444,0.543034,0.202518,0.204896,0.081662,0.313396,0.075745
