method,split,seed,mean_success,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,mean_abstention_rate,mean_budget_violation_rate,mean_predicted_breach_risk,mean_realized_breach_risk,mean_repair_utility,ci95_success,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,ci95_abstention_rate,ci95_budget_violation_rate,ci95_predicted_breach_risk,ci95_realized_breach_risk,ci95_repair_utility,rows
ensemble_disagreement_planner,long_horizon,6,0.562500,0.383418,0.251351,0.243517,0.093418,0.180726,0.092554,0.120489,0.187825,0.210954,0.200154,-0.074917,0.049683,0.004876,0.002305,0.001775,0.000745,0.000750,0.000751,0.001360,0.001386,0.001700,0.001508,0.050725,384
ensemble_disagreement_planner,long_horizon,7,0.513021,0.384910,0.251193,0.244222,0.093194,0.180616,0.092503,0.120196,0.187896,0.210900,0.200198,-0.123984,0.050059,0.004868,0.002311,0.001757,0.000758,0.000772,0.000769,0.001348,0.001364,0.001678,0.001519,0.051283,384
ensemble_disagreement_planner,long_horizon,8,0.533854,0.383395,0.251574,0.243954,0.093320,0.180296,0.092254,0.120387,0.187809,0.210751,0.199865,-0.103691,0.049961,0.004865,0.002326,0.001757,0.000758,0.000775,0.000767,0.001360,0.001388,0.001695,0.001533,0.052001,384
ensemble_disagreement_planner,long_horizon,9,0.500000,0.384529,0.251692,0.243615,0.093296,0.180675,0.092321,0.120649,0.187744,0.210344,0.200030,-0.137140,0.050076,0.004875,0.002334,0.001848,0.000733,0.000805,0.000769,0.001343,0.001388,0.001707,0.001528,0.051638,384
ensemble_disagreement_planner,sparse_observation,0,0.505208,0.362798,0.256925,0.242110,0.095308,0.185539,0.099927,0.132134,0.191957,0.220580,0.205460,-0.155632,0.050073,0.004524,0.002160,0.001627,0.000690,0.000692,0.000610,0.001056,0.001243,0.001471,0.001320,0.051506,384
ensemble_disagreement_planner,sparse_observation,1,0.471354,0.362630,0.257388,0.242386,0.095572,0.185371,0.099799,0.132065,0.192311,0.221422,0.205631,-0.190555,0.049993,0.004433,0.002115,0.001626,0.000695,0.000691,0.000594,0.001084,0.001272,0.001449,0.001376,0.051367,384
ensemble_disagreement_planner,sparse_observation,2,0.497396,0.363067,0.257830,0.242439,0.095598,0.185802,0.099743,0.132637,0.192395,0.221144,0.205706,-0.165107,0.050075,0.004476,0.002180,0.001688,0.000698,0.000660,0.000610,0.001090,0.001269,0.001472,0.001369,0.051266,384
ensemble_disagreement_planner,sparse_observation,3,0.513021,0.362543,0.257360,0.242178,0.095634,0.185598,0.099665,0.132463,0.191915,0.220557,0.205130,-0.148617,0.050059,0.004566,0.002158,0.001671,0.000725,0.000688,0.000607,0.001083,0.001233,0.001431,0.001346,0.051460,384
ensemble_disagreement_planner,sparse_observation,4,0.546875,0.363026,0.257517,0.242373,0.095409,0.185589,0.099728,0.132137,0.191851,0.220550,0.205334,-0.114584,0.049855,0.004530,0.002208,0.001709,0.000719,0.000703,0.000595,0.001056,0.001291,0.001513,0.001411,0.051576,384
ensemble_disagreement_planner,sparse_observation,5,0.468750,0.362025,0.257488,0.242390,0.095517,0.185517,0.100015,0.132566,0.191613,0.220278,0.205255,-0.193216,0.049978,0.004489,0.002180,0.001628,0.000732,0.000705,0.000615,0.001089,0.001294,0.001488,0.001362,0.051298,384
ensemble_disagreement_planner,sparse_observation,6,0.500000,0.362507,0.257729,0.242234,0.095276,0.185414,0.099538,0.132727,0.191894,0.220641,0.205428,-0.161573,0.050076,0.004517,0.002147,0.001715,0.000713,0.000693,0.000650,0.001060,0.001268,0.001481,0.001362,0.051487,384
ensemble_disagreement_planner,sparse_observation,7,0.489583,0.362193,0.257061,0.242184,0.095558,0.185403,0.099726,0.132372,0.191951,0.220587,0.205316,-0.171803,0.050065,0.004429,0.002122,0.001655,0.000705,0.000683,0.000605,0.001069,0.001299,0.001502,0.001405,0.051309,384
ensemble_disagreement_planner,sparse_observation,8,0.513021,0.362040,0.257893,0.241983,0.095512,0.185760,0.099998,0.132387,0.192045,0.220756,0.205800,-0.149294,0.050059,0.004490,0.002105,0.001683,0.000720,0.000697,0.000607,0.001074,0.001265,0.001461,0.001369,0.051492,384
ensemble_disagreement_planner,sparse_observation,9,0.497396,0.362197,0.257991,0.241845,0.095244,0.185407,0.099879,0.132763,0.192099,0.220735,0.205603,-0.164507,0.050075,0.004460,0.002146,0.001651,0.000713,0.000682,0.000625,0.001135,0.001260,0.001472,0.001365,0.051486,384
failure_classifier_repair,combined_stress,0,0.583333,0.444860,0.229647,0.228869,0.088884,0.232924,0.087096,0.131344,0.181070,0.207029,0.192023,-0.007598,0.049375,0.003849,0.001776,0.001451,0.000532,0.000744,0.000487,0.000952,0.001010,0.001225,0.001123,0.050101,384
failure_classifier_repair,combined_stress,1,0.549479,0.445389,0.229909,0.228994,0.088791,0.233520,0.086924,0.131173,0.180718,0.206814,0.191445,-0.041340,0.049830,0.003881,0.001806,0.001409,0.000542,0.000729,0.000504,0.000945,0.001012,0.001190,0.001138,0.049915,384
failure_classifier_repair,combined_stress,2,0.533854,0.445700,0.230495,0.229688,0.089034,0.233388,0.086916,0.131424,0.181158,0.207210,0.192199,-0.058483,0.049961,0.003824,0.001764,0.001463,0.000536,0.000736,0.000481,0.000928,0.001002,0.001168,0.001078,0.050827,384
failure_classifier_repair,combined_stress,3,0.528646,0.444205,0.230130,0.229072,0.089132,0.233114,0.086854,0.130857,0.181154,0.207176,0.191787,-0.063254,0.049993,0.003901,0.001752,0.001404,0.000546,0.000706,0.000483,0.000964,0.000995,0.001168,0.001089,0.051131,384
failure_classifier_repair,combined_stress,4,0.533854,0.445756,0.229732,0.229367,0.089094,0.233077,0.086744,0.131140,0.180848,0.206965,0.191261,-0.057132,0.049961,0.003878,0.001791,0.001414,0.000522,0.000781,0.000482,0.000944,0.001007,0.001188,0.001122,0.050452,384
failure_classifier_repair,combined_stress,5,0.557292,0.445699,0.229831,0.229417,0.088932,0.233157,0.086794,0.131429,0.181201,0.207326,0.191912,-0.034009,0.049746,0.003762,0.001772,0.001435,0.000534,0.000730,0.000484,0.000935,0.001023,0.001215,0.001130,0.049800,384
failure_classifier_repair,combined_stress,6,0.567708,0.445540,0.230434,0.229045,0.089015,0.232979,0.087072,0.131254,0.181083,0.207298,0.191725,-0.023984,0.049614,0.003869,0.001727,0.001436,0.000544,0.000770,0.000471,0.000914,0.000999,0.001171,0.001086,0.050321,384
failure_classifier_repair,combined_stress,7,0.570312,0.444983,0.230169,0.229189,0.089107,0.232948,0.086784,0.131383,0.181167,0.207104,0.191960,-0.021450,0.049578,0.003906,0.001789,0.001467,0.000531,0.000730,0.000481,0.000940,0.000966,0.001116,0.001044,0.049914,384
failure_classifier_repair,combined_stress,8,0.585938,0.445036,0.229711,0.229469,0.088870,0.233494,0.086987,0.130884,0.180975,0.207093,0.191760,-0.005406,0.049330,0.003929,0.001753,0.001446,0.000530,0.000756,0.000500,0.000933,0.000972,0.001150,0.001093,0.050476,384
failure_classifier_repair,combined_stress,9,0.546875,0.445653,0.229828,0.229130,0.089179,0.233369,0.086977,0.131647,0.180997,0.207263,0.191773,-0.044550,0.049855,0.003831,0.001804,0.001424,0.000517,0.000768,0.000484,0.000977,0.001026,0.001232,0.001109,0.050903,384
failure_classifier_repair,hidden_mechanism,0,0.601562,0.466382,0.206876,0.201984,0.078885,0.227046,0.076828,0.111431,0.163150,0.183049,0.172338,0.093127,0.049032,0.004301,0.002188,0.001652,0.000721,0.000872,0.000680,0.001296,0.001334,0.001639,0.001472,0.050634,384
failure_classifier_repair,hidden_mechanism,1,0.575521,0.466238,0.206722,0.202145,0.078490,0.226929,0.077111,0.111673,0.163142,0.183064,0.172353,0.067306,0.049501,0.004304,0.002209,0.001719,0.000731,0.000895,0.000683,0.001245,0.001318,0.001602,0.001441,0.050614,384
failure_classifier_repair,hidden_mechanism,2,0.614583,0.465732,0.207012,0.202162,0.078588,0.227312,0.076684,0.111928,0.162988,0.182785,0.171959,0.105977,0.048743,0.004236,0.002190,0.001627,0.000720,0.000873,0.000650,0.001269,0.001333,0.001654,0.001459,0.049735,384
failure_classifier_repair,hidden_mechanism,3,0.625000,0.466305,0.206511,0.202127,0.078866,0.227075,0.076729,0.111733,0.163306,0.183240,0.172425,0.116667,0.048486,0.004233,0.002218,0.001661,0.000721,0.000850,0.000672,0.001315,0.001325,0.001614,0.001445,0.049773,384
failure_classifier_repair,hidden_mechanism,4,0.611979,0.465423,0.206772,0.201974,0.078475,0.226783,0.076885,0.111547,0.163195,0.182929,0.172272,0.103747,0.048804,0.004312,0.002191,0.001665,0.000720,0.000846,0.000684,0.001276,0.001325,0.001621,0.001419,0.050628,384
failure_classifier_repair,hidden_mechanism,5,0.578125,0.466891,0.206594,0.201884,0.078843,0.227129,0.076705,0.111440,0.163364,0.183288,0.172290,0.070146,0.049461,0.004328,0.002217,0.001604,0.000721,0.000848,0.000657,0.001332,0.001354,0.001635,0.001471,0.050610,384
failure_classifier_repair,hidden_mechanism,6,0.632812,0.466868,0.206458,0.202280,0.078676,0.227067,0.076580,0.111625,0.162877,0.182834,0.172118,0.125177,0.048277,0.004222,0.002190,0.001646,0.000725,0.000825,0.000684,0.001291,0.001302,0.001600,0.001415,0.048679,384
failure_classifier_repair,hidden_mechanism,7,0.622396,0.466873,0.206788,0.201639,0.078509,0.227027,0.076692,0.111429,0.163107,0.182713,0.172292,0.114979,0.048552,0.004221,0.002234,0.001644,0.000725,0.000855,0.000679,0.001271,0.001275,0.001542,0.001403,0.050044,384
failure_classifier_repair,hidden_mechanism,8,0.638021,0.466334,0.206965,0.202323,0.078708,0.226939,0.077037,0.111865,0.163474,0.183276,0.172403,0.129033,0.048130,0.004253,0.002198,0.001652,0.000734,0.000834,0.000672,0.001249,0.001299,0.001593,0.001400,0.048781,384
failure_classifier_repair,hidden_mechanism,9,0.591146,0.465321,0.206545,0.202184,0.078796,0.227102,0.076852,0.111583,0.163052,0.183150,0.171971,0.082594,0.049237,0.004315,0.002230,0.001638,0.000710,0.000854,0.000669,0.001255,0.001305,0.001625,0.001409,0.050361,384
failure_classifier_repair,in_distribution,0,0.609375,0.479643,0.193731,0.188574,0.073402,0.223386,0.070988,0.101038,0.154260,0.171041,0.162340,0.145778,0.048863,0.004285,0.002234,0.001695,0.000696,0.000893,0.000695,0.001299,0.001315,0.001587,0.001416,0.050285,384
failure_classifier_repair,in_distribution,1,0.632812,0.480216,0.193518,0.188564,0.073417,0.223282,0.070885,0.101212,0.153957,0.170202,0.162197,0.169844,0.048277,0.004338,0.002202,0.001679,0.000737,0.000891,0.000688,0.001326,0.001308,0.001582,0.001434,0.049572,384
failure_classifier_repair,in_distribution,2,0.606771,0.480444,0.193650,0.188867,0.073271,0.222896,0.071443,0.101108,0.153767,0.170408,0.162026,0.143631,0.048921,0.004241,0.002267,0.001678,0.000716,0.000895,0.000683,0.001302,0.001335,0.001598,0.001440,0.050474,384
failure_classifier_repair,in_distribution,3,0.625000,0.479878,0.193622,0.189159,0.073409,0.223076,0.071016,0.100859,0.153875,0.170404,0.162087,0.161479,0.048486,0.004397,0.002220,0.001676,0.000712,0.000878,0.000668,0.001337,0.001321,0.001602,0.001430,0.050026,384
failure_classifier_repair,in_distribution,4,0.604167,0.479362,0.193215,0.188837,0.073352,0.222663,0.071235,0.101455,0.153841,0.170353,0.162111,0.141064,0.048977,0.004369,0.002182,0.001664,0.000733,0.000904,0.000675,0.001278,0.001309,0.001633,0.001406,0.049787,384
failure_classifier_repair,in_distribution,5,0.638021,0.480265,0.193545,0.188360,0.073358,0.223120,0.071076,0.101492,0.153746,0.170425,0.161628,0.175290,0.048130,0.004250,0.002233,0.001647,0.000728,0.000905,0.000699,0.001295,0.001327,0.001582,0.001473,0.049837,384
failure_classifier_repair,in_distribution,6,0.643229,0.480329,0.193186,0.189387,0.073476,0.222942,0.071400,0.101507,0.153862,0.170637,0.162209,0.179726,0.047977,0.004399,0.002227,0.001633,0.000720,0.000889,0.000659,0.001318,0.001318,0.001618,0.001468,0.049631,384
failure_classifier_repair,in_distribution,7,0.632812,0.480014,0.193292,0.188106,0.073418,0.223044,0.071304,0.101336,0.154004,0.170504,0.162039,0.170130,0.048277,0.004333,0.002256,0.001666,0.000742,0.000876,0.000677,0.001272,0.001333,0.001605,0.001447,0.049479,384
failure_classifier_repair,in_distribution,8,0.666667,0.479347,0.193681,0.189160,0.073390,0.223096,0.071304,0.101000,0.153751,0.170337,0.162004,0.202820,0.047212,0.004270,0.002231,0.001636,0.000728,0.000871,0.000676,0.001285,0.001377,0.001644,0.001499,0.048380,384
failure_classifier_repair,in_distribution,9,0.627604,0.479704,0.193907,0.188650,0.073206,0.223145,0.071626,0.101291,0.153988,0.170731,0.162515,0.163863,0.048417,0.004344,0.002185,0.001671,0.000723,0.000868,0.000679,0.001310,0.001347,0.001629,0.001475,0.049520,384
failure_classifier_repair,long_horizon,0,0.601562,0.469794,0.212571,0.215764,0.081967,0.226166,0.077647,0.114152,0.168365,0.188024,0.177417,0.071003,0.049032,0.004324,0.002169,0.001646,0.000684,0.000870,0.000679,0.001245,0.001275,0.001570,0.001375,0.049909,384
failure_classifier_repair,long_horizon,1,0.585938,0.469810,0.212745,0.216059,0.081579,0.226022,0.077417,0.114217,0.168996,0.188402,0.178092,0.055151,0.049330,0.004259,0.002128,0.001633,0.000682,0.000859,0.000666,0.001294,0.001292,0.001553,0.001413,0.050418,384
failure_classifier_repair,long_horizon,2,0.541667,0.471511,0.212061,0.215555,0.081825,0.226339,0.077628,0.114028,0.168688,0.188247,0.177999,0.012249,0.049901,0.004291,0.002171,0.001621,0.000699,0.000887,0.000664,0.001223,0.001277,0.001577,0.001409,0.051222,384
failure_classifier_repair,long_horizon,3,0.585938,0.471212,0.212018,0.215260,0.081974,0.226456,0.077513,0.113850,0.168674,0.188288,0.177843,0.056601,0.049330,0.004362,0.002150,0.001631,0.000686,0.000843,0.000681,0.001251,0.001247,0.001540,0.001375,0.050738,384
failure_classifier_repair,long_horizon,4,0.596354,0.469834,0.212472,0.215409,0.081665,0.226127,0.077824,0.114176,0.168469,0.188382,0.177812,0.066338,0.049137,0.004300,0.002144,0.001635,0.000690,0.000882,0.000681,0.001293,0.001273,0.001546,0.001389,0.050692,384
failure_classifier_repair,long_horizon,5,0.567708,0.470846,0.212147,0.215764,0.082009,0.226298,0.077431,0.113846,0.168474,0.188211,0.177688,0.037921,0.049614,0.004268,0.002160,0.001663,0.000670,0.000888,0.000653,0.001288,0.001308,0.001565,0.001429,0.050957,384
failure_classifier_repair,long_horizon,6,0.554688,0.469658,0.212528,0.215484,0.081806,0.226024,0.077518,0.114105,0.168303,0.188093,0.177619,0.024669,0.049775,0.004255,0.002185,0.001603,0.000692,0.000880,0.000673,0.001263,0.001253,0.001528,0.001358,0.051297,384
failure_classifier_repair,long_horizon,7,0.572917,0.469345,0.212560,0.215672,0.082020,0.226371,0.077661,0.114108,0.168334,0.187934,0.177562,0.042190,0.049540,0.004274,0.002138,0.001647,0.000705,0.000888,0.000655,0.001278,0.001296,0.001600,0.001426,0.050193,384
failure_classifier_repair,long_horizon,8,0.596354,0.469834,0.212211,0.215832,0.081709,0.226146,0.077486,0.114184,0.168530,0.188109,0.177753,0.066338,0.049137,0.004265,0.002195,0.001667,0.000714,0.000873,0.000658,0.001287,0.001262,0.001561,0.001394,0.049961,384
failure_classifier_repair,long_horizon,9,0.604167,0.470220,0.213051,0.216056,0.081774,0.226260,0.077460,0.114067,0.168919,0.188861,0.178080,0.073020,0.048977,0.004328,0.002165,0.001661,0.000669,0.000884,0.000675,0.001248,0.001312,0.001613,0.001451,0.050662,384
failure_classifier_repair,sparse_observation,0,0.567708,0.447719,0.217827,0.214105,0.083691,0.232241,0.084900,0.125595,0.172676,0.198439,0.183093,0.013504,0.049614,0.003990,0.002040,0.001551,0.000653,0.000800,0.000520,0.001009,0.001169,0.001351,0.001275,0.050594,384
failure_classifier_repair,sparse_observation,1,0.572917,0.447697,0.218369,0.213870,0.083682,0.232126,0.084603,0.125849,0.172400,0.197743,0.182726,0.018720,0.049540,0.003953,0.002019,0.001567,0.000655,0.000752,0.000527,0.000992,0.001182,0.001365,0.001279,0.050816,384
failure_classifier_repair,sparse_observation,2,0.575521,0.448182,0.218213,0.213385,0.083917,0.231954,0.084505,0.126002,0.172536,0.197644,0.182934,0.021751,0.049501,0.003747,0.002034,0.001524,0.000646,0.000783,0.000524,0.001011,0.001191,0.001416,0.001275,0.050385,384
failure_classifier_repair,sparse_observation,3,0.570312,0.448996,0.218236,0.213833,0.083799,0.231873,0.084331,0.126083,0.172422,0.197538,0.182727,0.016747,0.049578,0.003969,0.002047,0.001550,0.000656,0.000755,0.000506,0.001054,0.001209,0.001397,0.001281,0.050736,384
failure_classifier_repair,sparse_observation,4,0.562500,0.448945,0.218499,0.213875,0.083878,0.231762,0.084600,0.126152,0.172442,0.197890,0.182841,0.008422,0.049683,0.003887,0.002010,0.001508,0.000656,0.000785,0.000543,0.001030,0.001180,0.001376,0.001267,0.050314,384
failure_classifier_repair,sparse_observation,5,0.539062,0.448393,0.218518,0.213481,0.083816,0.232108,0.084824,0.126337,0.172244,0.197435,0.182521,-0.014984,0.049923,0.003931,0.002031,0.001545,0.000643,0.000754,0.000549,0.000987,0.001206,0.001360,0.001334,0.050353,384
failure_classifier_repair,sparse_observation,6,0.554688,0.446881,0.218140,0.213446,0.083854,0.232150,0.084512,0.125572,0.172299,0.197605,0.182562,0.000737,0.049775,0.003985,0.002003,0.001522,0.000687,0.000747,0.000515,0.000984,0.001182,0.001343,0.001293,0.050759,384
failure_classifier_repair,sparse_observation,7,0.565104,0.447586,0.217799,0.213823,0.083663,0.231941,0.084642,0.125580,0.172502,0.198231,0.182965,0.011474,0.049649,0.003967,0.002032,0.001488,0.000624,0.000774,0.000520,0.001004,0.001182,0.001370,0.001261,0.050700,384
failure_classifier_repair,sparse_observation,8,0.596354,0.448294,0.218290,0.213448,0.084090,0.232253,0.084409,0.125693,0.172501,0.197621,0.182970,0.042367,0.049137,0.003897,0.001969,0.001526,0.000632,0.000780,0.000530,0.000994,0.001178,0.001361,0.001258,0.050081,384
failure_classifier_repair,sparse_observation,9,0.567708,0.448462,0.218067,0.213650,0.083791,0.232247,0.084564,0.125952,0.172827,0.198096,0.183097,0.013798,0.049614,0.004010,0.002009,0.001515,0.000661,0.000756,0.000514,0.000994,0.001210,0.001404,0.001265,0.050449,384
observed_only_planner,combined_stress,0,0.268229,0.128605,0.401633,0.368607,0.140420,0.077946,0.162120,0.062155,0.298870,0.325501,0.325040,-0.807139,0.044371,0.005465,0.002323,0.001938,0.000729,0.000518,0.000794,0.000591,0.001413,0.001662,0.001516,0.045698,384
observed_only_planner,combined_stress,1,0.216146,0.128998,0.400785,0.368707,0.140472,0.078031,0.161929,0.061422,0.299107,0.325948,0.325254,-0.858368,0.041224,0.005561,0.002374,0.001920,0.000738,0.000511,0.000780,0.000555,0.001378,0.001607,0.001540,0.043495,384
observed_only_planner,combined_stress,2,0.257812,0.128946,0.401641,0.368541,0.140402,0.078093,0.162211,0.061100,0.298940,0.325651,0.324589,-0.817304,0.043809,0.005501,0.002416,0.001939,0.000738,0.000521,0.000803,0.000571,0.001374,0.001647,0.001514,0.045718,384
observed_only_planner,combined_stress,3,0.257812,0.128066,0.401666,0.368844,0.140282,0.078109,0.162046,0.061633,0.299017,0.325686,0.324871,-0.817807,0.043809,0.005581,0.002366,0.001965,0.000721,0.000534,0.000801,0.000550,0.001374,0.001640,0.001524,0.045881,384
observed_only_planner,combined_stress,4,0.247396,0.128081,0.401317,0.369002,0.140620,0.077933,0.162163,0.061638,0.298551,0.325095,0.324534,-0.828089,0.043215,0.005511,0.002370,0.001898,0.000716,0.000538,0.000777,0.000598,0.001384,0.001644,0.001499,0.044772,384
observed_only_planner,combined_stress,5,0.247396,0.128402,0.401385,0.368904,0.140600,0.077457,0.162123,0.061310,0.298508,0.325188,0.324601,-0.827688,0.043215,0.005605,0.002322,0.001924,0.000724,0.000525,0.000754,0.000577,0.001376,0.001626,0.001511,0.045248,384
observed_only_planner,combined_stress,6,0.244792,0.129034,0.401841,0.368656,0.140436,0.077638,0.162081,0.061804,0.298771,0.325596,0.325201,-0.830429,0.043061,0.005612,0.002390,0.001931,0.000727,0.000501,0.000765,0.000528,0.001404,0.001657,0.001541,0.045105,384
observed_only_planner,combined_stress,7,0.250000,0.128344,0.401641,0.368367,0.140126,0.077889,0.162374,0.061466,0.298664,0.325348,0.324707,-0.824819,0.043367,0.005561,0.002361,0.001900,0.000718,0.000493,0.000790,0.000546,0.001392,0.001645,0.001509,0.045438,384
observed_only_planner,combined_stress,8,0.276042,0.129268,0.401645,0.368512,0.140669,0.078140,0.161852,0.061515,0.298482,0.324923,0.324497,-0.798835,0.044771,0.005619,0.002360,0.001931,0.000747,0.000536,0.000796,0.000569,0.001407,0.001668,0.001535,0.047077,384
observed_only_planner,combined_stress,9,0.218750,0.129125,0.401512,0.368732,0.140518,0.077994,0.162100,0.061450,0.298805,0.325554,0.325173,-0.856350,0.041402,0.005493,0.002327,0.001908,0.000759,0.000499,0.000793,0.000582,0.001396,0.001643,0.001547,0.043648,384
observed_only_planner,hidden_mechanism,0,0.348958,0.152829,0.369317,0.333438,0.127110,0.074806,0.146612,0.048803,0.274753,0.294011,0.298737,-0.619613,0.047736,0.005920,0.002902,0.002238,0.000985,0.000563,0.001038,0.000811,0.001817,0.002182,0.001991,0.050501,384
observed_only_planner,hidden_mechanism,1,0.343750,0.153053,0.369207,0.333505,0.126745,0.074890,0.146937,0.048836,0.274595,0.293842,0.298575,-0.624420,0.047568,0.005952,0.002952,0.002252,0.000972,0.000564,0.001050,0.000760,0.001752,0.002121,0.001961,0.050512,384
observed_only_planner,hidden_mechanism,2,0.367188,0.152642,0.368927,0.333731,0.126877,0.074886,0.146856,0.049039,0.274583,0.293780,0.298223,-0.601167,0.048277,0.006022,0.002902,0.002238,0.000979,0.000586,0.001039,0.000825,0.001782,0.002143,0.001971,0.050283,384
observed_only_planner,hidden_mechanism,3,0.372396,0.152642,0.369733,0.333908,0.126533,0.074835,0.147017,0.048702,0.274662,0.293833,0.298292,-0.596532,0.048417,0.005931,0.002879,0.002262,0.000992,0.000536,0.001048,0.000799,0.001836,0.002236,0.002008,0.050974,384
observed_only_planner,hidden_mechanism,4,0.278646,0.152297,0.369421,0.333715,0.126668,0.074892,0.147095,0.048709,0.274394,0.293740,0.298054,-0.689992,0.044901,0.006002,0.002925,0.002232,0.000980,0.000577,0.001035,0.000832,0.001834,0.002198,0.002024,0.047896,384
observed_only_planner,hidden_mechanism,5,0.393229,0.152908,0.369391,0.333838,0.126899,0.074423,0.146810,0.048681,0.274434,0.293821,0.298572,-0.575237,0.048921,0.005988,0.002914,0.002196,0.000954,0.000560,0.001044,0.000799,0.001806,0.002142,0.002005,0.051760,384
observed_only_planner,hidden_mechanism,6,0.351562,0.152767,0.368923,0.333888,0.126551,0.075002,0.147168,0.048688,0.274541,0.293687,0.298514,-0.616631,0.047818,0.005975,0.002866,0.002258,0.000978,0.000559,0.001023,0.000803,0.001799,0.002135,0.001976,0.050700,384
observed_only_planner,hidden_mechanism,7,0.361979,0.152395,0.368914,0.333739,0.126938,0.074856,0.147154,0.048867,0.274563,0.294121,0.298468,-0.606623,0.048130,0.006001,0.002932,0.002256,0.000969,0.000567,0.001059,0.000824,0.001803,0.002166,0.001975,0.051342,384
observed_only_planner,hidden_mechanism,8,0.330729,0.153194,0.369146,0.333426,0.126734,0.074980,0.146843,0.048667,0.274723,0.294003,0.298779,-0.637287,0.047119,0.005954,0.002894,0.002268,0.000975,0.000530,0.001032,0.000824,0.001758,0.002133,0.001915,0.050005,384
observed_only_planner,hidden_mechanism,9,0.369792,0.151785,0.369038,0.333995,0.126838,0.074512,0.146979,0.048891,0.274408,0.293549,0.298084,-0.598934,0.048348,0.006020,0.002965,0.002249,0.000970,0.000560,0.001041,0.000792,0.001806,0.002191,0.001956,0.051360,384
observed_only_planner,in_distribution,0,0.414062,0.166497,0.351603,0.316453,0.120000,0.072966,0.138995,0.041927,0.262067,0.277545,0.284510,-0.498692,0.049330,0.005986,0.002946,0.002238,0.000983,0.000557,0.001039,0.000785,0.001828,0.002222,0.002001,0.051346,384
observed_only_planner,in_distribution,1,0.411458,0.166480,0.351379,0.316674,0.119405,0.072715,0.139014,0.041932,0.262249,0.277692,0.284611,-0.500696,0.049284,0.006018,0.002970,0.002292,0.000980,0.000581,0.001042,0.000782,0.001786,0.002161,0.001960,0.052101,384
observed_only_planner,in_distribution,2,0.416667,0.167716,0.351781,0.316695,0.119559,0.072892,0.139134,0.042088,0.261829,0.277269,0.284198,-0.495496,0.049375,0.005959,0.002907,0.002270,0.000996,0.000539,0.001024,0.000834,0.001833,0.002215,0.002012,0.051431,384
observed_only_planner,in_distribution,3,0.382812,0.166513,0.351554,0.316286,0.119980,0.073051,0.139003,0.041928,0.262032,0.277381,0.284360,-0.529749,0.048681,0.006040,0.002954,0.002268,0.000971,0.000555,0.001029,0.000813,0.001810,0.002180,0.001985,0.051714,384
observed_only_planner,in_distribution,4,0.395833,0.166425,0.351546,0.316338,0.119686,0.072872,0.138966,0.041901,0.262390,0.277840,0.285036,-0.516632,0.048977,0.005966,0.002951,0.002284,0.000976,0.000570,0.001050,0.000771,0.001792,0.002173,0.002003,0.050683,384
observed_only_planner,in_distribution,5,0.416667,0.167040,0.352021,0.316604,0.119688,0.072832,0.138793,0.041729,0.261937,0.277378,0.284249,-0.495806,0.049375,0.005964,0.002922,0.002231,0.000993,0.000550,0.001051,0.000805,0.001808,0.002210,0.001972,0.052238,384
observed_only_planner,in_distribution,6,0.380208,0.167081,0.351490,0.316566,0.119842,0.072567,0.139040,0.042061,0.262052,0.277733,0.284745,-0.532087,0.048617,0.005883,0.002937,0.002249,0.000977,0.000572,0.001049,0.000836,0.001829,0.002206,0.002006,0.051191,384
observed_only_planner,in_distribution,7,0.380208,0.166350,0.351778,0.316411,0.119747,0.072797,0.138945,0.041572,0.262087,0.277374,0.284504,-0.532323,0.048617,0.005959,0.002965,0.002246,0.000981,0.000513,0.001009,0.000818,0.001848,0.002212,0.002024,0.051728,384
observed_only_planner,in_distribution,8,0.356771,0.166957,0.351504,0.316342,0.119890,0.073034,0.138775,0.041707,0.262114,0.277694,0.284477,-0.555421,0.047977,0.006026,0.002983,0.002267,0.000978,0.000564,0.001039,0.000833,0.001795,0.002172,0.001962,0.050798,384
observed_only_planner,in_distribution,9,0.427083,0.166412,0.351421,0.316172,0.119937,0.072703,0.138940,0.041733,0.262200,0.277282,0.284712,-0.485185,0.049540,0.006047,0.002960,0.002290,0.000977,0.000591,0.001035,0.000800,0.001817,0.002226,0.001995,0.052750,384
observed_only_planner,long_horizon,0,0.304688,0.154671,0.378120,0.350068,0.130691,0.074159,0.149239,0.049140,0.281219,0.300563,0.305303,-0.693519,0.046097,0.006025,0.002873,0.002219,0.000931,0.000565,0.001063,0.000821,0.001738,0.002131,0.001914,0.048842,384
observed_only_planner,long_horizon,1,0.312500,0.154991,0.378032,0.349750,0.131319,0.074258,0.149332,0.049259,0.282123,0.301806,0.306045,-0.686610,0.046421,0.006010,0.002834,0.002231,0.000922,0.000592,0.001039,0.000823,0.001727,0.002113,0.001899,0.048755,384
observed_only_planner,long_horizon,2,0.304688,0.155054,0.377720,0.349316,0.131264,0.074896,0.149540,0.049155,0.281863,0.301386,0.306050,-0.693834,0.046097,0.005998,0.002829,0.002237,0.000923,0.000549,0.001046,0.000817,0.001756,0.002126,0.001954,0.049055,384
