method,task,mechanism,split,mean_success,mean_mechanism_f1,mean_invalid_repair_rate,mean_repeat_failure_rate,mean_damage_rate,mean_diagnostic_probe_cost,mean_calibration_error,mean_abstention_rate,mean_budget_violation_rate,mean_predicted_breach_risk,mean_realized_breach_risk,mean_repair_utility,ci95_success,ci95_mechanism_f1,ci95_invalid_repair_rate,ci95_repeat_failure_rate,ci95_damage_rate,ci95_diagnostic_probe_cost,ci95_calibration_error,ci95_abstention_rate,ci95_budget_violation_rate,ci95_predicted_breach_risk,ci95_realized_breach_risk,ci95_repair_utility,rows
active_probe_planner,drawer_contact_repair,combined_hidden_mechanisms,hidden_mechanism,0.537500,0.487199,0.215638,0.192923,0.085685,0.318209,0.079114,0.115460,0.165237,0.190864,0.173765,-0.002717,0.109948,0.002286,0.001274,0.000989,0.000545,0.000933,0.000653,0.000677,0.000830,0.000911,0.001077,0.109785,80
active_probe_planner,drawer_contact_repair,combined_hidden_mechanisms,in_distribution,0.600000,0.497026,0.203984,0.180533,0.081184,0.314230,0.073638,0.105156,0.157417,0.179899,0.165085,0.099453,0.108031,0.002519,0.000890,0.001001,0.000725,0.000899,0.000652,0.000812,0.000904,0.001103,0.001203,0.108394,80
active_probe_planner,drawer_contact_repair,combined_hidden_mechanisms,long_horizon,0.550000,0.488440,0.219049,0.205912,0.087128,0.317929,0.079224,0.117189,0.168781,0.193593,0.176586,-0.007168,0.109706,0.002326,0.001080,0.001136,0.000586,0.000798,0.000745,0.000955,0.000883,0.001160,0.001121,0.109990,80
active_probe_planner,drawer_contact_repair,combined_hidden_mechanisms,sparse_observation,0.487500,0.475129,0.221006,0.201231,0.087496,0.322208,0.082999,0.124017,0.169532,0.198029,0.178558,-0.077899,0.110224,0.002193,0.000959,0.001140,0.000647,0.000825,0.000583,0.000886,0.000864,0.001064,0.001014,0.110271,80
active_probe_planner,drawer_contact_repair,compliance_shift,combined_stress,0.562500,0.543679,0.193453,0.187854,0.082861,0.304847,0.076558,0.110484,0.158238,0.184118,0.166243,0.079679,0.109394,0.002224,0.001111,0.001187,0.000681,0.000884,0.000632,0.001002,0.000877,0.001133,0.001113,0.108977,80
active_probe_planner,drawer_contact_repair,compliance_shift,hidden_mechanism,0.687500,0.569214,0.168549,0.160922,0.070750,0.296234,0.065024,0.089452,0.138251,0.156541,0.144812,0.295806,0.102212,0.002680,0.001061,0.001159,0.000559,0.000882,0.000605,0.000952,0.000933,0.001121,0.001139,0.101784,80
active_probe_planner,drawer_contact_repair,compliance_shift,in_distribution,0.650000,0.580343,0.157562,0.148205,0.066283,0.290921,0.060440,0.079642,0.130628,0.146100,0.136181,0.297718,0.105180,0.002138,0.001109,0.001154,0.000735,0.000890,0.000670,0.000780,0.000791,0.001070,0.000982,0.105138,80
active_probe_planner,drawer_contact_repair,compliance_shift,long_horizon,0.687500,0.573614,0.174863,0.173514,0.074105,0.295435,0.066075,0.090302,0.142919,0.161023,0.149022,0.274664,0.102212,0.002182,0.000995,0.000870,0.000587,0.001028,0.000598,0.000910,0.000896,0.001152,0.001117,0.102184,80
active_probe_planner,drawer_contact_repair,compliance_shift,sparse_observation,0.662500,0.547174,0.180147,0.172271,0.075493,0.304071,0.074666,0.104437,0.147944,0.173203,0.155582,0.222053,0.104273,0.001981,0.001257,0.001019,0.000729,0.000798,0.000589,0.000832,0.000765,0.001040,0.001020,0.104290,80
active_probe_planner,drawer_contact_repair,contact_mode_flip,combined_stress,0.650000,0.516837,0.208314,0.199961,0.085939,0.313359,0.080903,0.118232,0.164967,0.192628,0.173883,0.120950,0.105180,0.002105,0.000961,0.000998,0.000777,0.000949,0.000654,0.000847,0.000892,0.001110,0.001118,0.105333,80
active_probe_planner,drawer_contact_repair,contact_mode_flip,hidden_mechanism,0.550000,0.539605,0.185878,0.172875,0.074737,0.303724,0.069464,0.097369,0.146412,0.166691,0.152678,0.107337,0.109706,0.002172,0.001008,0.001091,0.000673,0.000840,0.000701,0.000849,0.000848,0.001216,0.000943,0.109754,80
active_probe_planner,drawer_contact_repair,contact_mode_flip,in_distribution,0.712500,0.553189,0.173524,0.160271,0.069676,0.299211,0.064429,0.087359,0.137954,0.154457,0.144085,0.312454,0.099805,0.002175,0.001177,0.000968,0.000714,0.000942,0.000689,0.000772,0.000837,0.001054,0.001105,0.099988,80
active_probe_planner,drawer_contact_repair,contact_mode_flip,long_horizon,0.637500,0.543800,0.191270,0.185476,0.078370,0.302416,0.069788,0.099567,0.151911,0.172267,0.158800,0.173917,0.106008,0.002068,0.000993,0.001146,0.000538,0.000941,0.000592,0.000848,0.000779,0.001019,0.001078,0.106052,80
active_probe_planner,drawer_contact_repair,contact_mode_flip,sparse_observation,0.662500,0.522424,0.197522,0.184613,0.080044,0.312067,0.078000,0.113347,0.156517,0.182760,0.164757,0.171780,0.104273,0.002390,0.001041,0.001225,0.000655,0.000801,0.000647,0.000794,0.000895,0.001004,0.001179,0.104197,80
active_probe_planner,drawer_contact_repair,friction_shift,combined_stress,0.675000,0.553788,0.186029,0.181828,0.079739,0.302395,0.075464,0.107022,0.152932,0.177546,0.160109,0.215839,0.103285,0.002073,0.001039,0.001238,0.000596,0.000899,0.000685,0.000937,0.000813,0.001014,0.001039,0.103336,80
active_probe_planner,drawer_contact_repair,friction_shift,hidden_mechanism,0.587500,0.580173,0.162297,0.154931,0.068264,0.292619,0.063683,0.085840,0.133511,0.151382,0.139024,0.218133,0.108557,0.002102,0.001043,0.001070,0.000641,0.000858,0.000648,0.000969,0.000900,0.001108,0.001030,0.108238,80
active_probe_planner,drawer_contact_repair,friction_shift,in_distribution,0.725000,0.593587,0.149639,0.142525,0.063894,0.288183,0.058356,0.075720,0.125737,0.139610,0.130537,0.397311,0.098464,0.002410,0.000960,0.001050,0.000684,0.000924,0.000727,0.000914,0.000947,0.001251,0.001262,0.098170,80
active_probe_planner,drawer_contact_repair,friction_shift,long_horizon,0.750000,0.584430,0.166657,0.167827,0.071901,0.292174,0.064817,0.088467,0.139374,0.157272,0.145245,0.359435,0.095487,0.002175,0.000963,0.001013,0.000746,0.000986,0.000693,0.000926,0.000928,0.001094,0.001100,0.095341,80
active_probe_planner,drawer_contact_repair,friction_shift,sparse_observation,0.775000,0.556704,0.172704,0.165388,0.074085,0.300446,0.072596,0.101480,0.144446,0.169144,0.152265,0.356522,0.092084,0.002330,0.001180,0.001026,0.000678,0.001011,0.000629,0.000955,0.000792,0.001055,0.001070,0.092026,80
active_probe_planner,drawer_contact_repair,nominal,combined_stress,0.600000,0.594442,0.168025,0.168024,0.074598,0.294259,0.070972,0.098946,0.142478,0.166173,0.149266,0.200563,0.108031,0.002360,0.000991,0.001054,0.000662,0.000909,0.000670,0.000872,0.000825,0.001008,0.001057,0.107913,80
active_probe_planner,drawer_contact_repair,nominal,hidden_mechanism,0.700000,0.617905,0.142908,0.141917,0.062931,0.284693,0.059366,0.078502,0.123155,0.139355,0.128360,0.389854,0.101054,0.001926,0.001106,0.001234,0.000706,0.000714,0.000628,0.000865,0.001039,0.001323,0.001218,0.101115,80
active_probe_planner,drawer_contact_repair,nominal,in_distribution,0.725000,0.630755,0.130823,0.129542,0.057827,0.279516,0.054476,0.067761,0.114404,0.127864,0.118416,0.457296,0.098464,0.001984,0.001084,0.001214,0.000551,0.000812,0.000668,0.000865,0.000921,0.001064,0.001159,0.098507,80
active_probe_planner,drawer_contact_repair,nominal,long_horizon,0.675000,0.621318,0.149880,0.152975,0.065414,0.283221,0.060603,0.078786,0.128310,0.144424,0.133624,0.344786,0.103285,0.002335,0.001068,0.001082,0.000749,0.000924,0.000667,0.000849,0.000923,0.001182,0.001324,0.103341,80
active_probe_planner,drawer_contact_repair,nominal,sparse_observation,0.712500,0.595520,0.154238,0.152729,0.068168,0.292069,0.068447,0.093323,0.132780,0.154939,0.139634,0.354147,0.099805,0.002315,0.001076,0.001132,0.000686,0.000899,0.000594,0.000778,0.000840,0.001075,0.001114,0.100018,80
active_probe_planner,drawer_contact_repair,occlusion_persistence,combined_stress,0.625000,0.526506,0.200339,0.193965,0.083754,0.310419,0.079770,0.115952,0.160905,0.187872,0.169239,0.118095,0.106757,0.002365,0.001092,0.001153,0.000681,0.000756,0.000503,0.000897,0.000887,0.001051,0.001244,0.107059,80
active_probe_planner,drawer_contact_repair,occlusion_persistence,hidden_mechanism,0.637500,0.534632,0.180641,0.170631,0.073533,0.306867,0.074032,0.106537,0.144957,0.169414,0.152617,0.196667,0.106008,0.002217,0.001003,0.001133,0.000643,0.000873,0.000633,0.000910,0.000899,0.001133,0.001142,0.105855,80
active_probe_planner,drawer_contact_repair,occlusion_persistence,in_distribution,0.600000,0.546307,0.168701,0.157925,0.068499,0.302208,0.069535,0.096786,0.136218,0.157947,0.142911,0.200686,0.108031,0.002257,0.001026,0.001057,0.000645,0.000836,0.000684,0.000862,0.000923,0.001059,0.001144,0.107837,80
active_probe_planner,drawer_contact_repair,occlusion_persistence,long_horizon,0.575000,0.536925,0.186056,0.183576,0.076555,0.306680,0.075402,0.108319,0.150533,0.175570,0.158104,0.112086,0.109011,0.002310,0.001111,0.001080,0.000627,0.001013,0.000729,0.000966,0.000747,0.000911,0.001099,0.108939,80
active_probe_planner,drawer_contact_repair,occlusion_persistence,sparse_observation,0.537500,0.524442,0.186383,0.177862,0.077047,0.309932,0.078682,0.112494,0.151323,0.178999,0.159625,0.069892,0.109948,0.002256,0.000998,0.001212,0.000660,0.000795,0.000727,0.000901,0.000820,0.001062,0.000986,0.109978,80
active_probe_planner,drawer_contact_repair,payload_shift,combined_stress,0.525000,0.518428,0.203018,0.195087,0.084776,0.310678,0.078926,0.114458,0.163114,0.189019,0.171669,0.010199,0.110121,0.002262,0.001066,0.001102,0.000618,0.000896,0.000697,0.000834,0.000782,0.001188,0.001004,0.110508,80
active_probe_planner,drawer_contact_repair,payload_shift,hidden_mechanism,0.612500,0.546044,0.182326,0.168501,0.075878,0.301541,0.067737,0.094718,0.147607,0.166695,0.153429,0.178861,0.107431,0.002577,0.001085,0.001106,0.000649,0.000998,0.000569,0.000885,0.001091,0.001290,0.001212,0.107700,80
active_probe_planner,drawer_contact_repair,payload_shift,in_distribution,0.625000,0.558624,0.170313,0.156325,0.070811,0.295550,0.062551,0.085009,0.138865,0.154666,0.144763,0.233641,0.106757,0.002022,0.001157,0.001080,0.000591,0.000947,0.000650,0.000856,0.000788,0.001074,0.001163,0.106574,80
active_probe_planner,drawer_contact_repair,payload_shift,long_horizon,0.637500,0.549530,0.187228,0.180943,0.078907,0.300133,0.068250,0.096664,0.151655,0.170073,0.158722,0.184816,0.106008,0.001983,0.001247,0.000989,0.000663,0.000922,0.000648,0.000852,0.000894,0.001191,0.001060,0.105996,80
active_probe_planner,drawer_contact_repair,payload_shift,sparse_observation,0.687500,0.521351,0.193122,0.180613,0.081649,0.309170,0.076477,0.110107,0.156663,0.181764,0.164304,0.204143,0.102212,0.002158,0.001219,0.001070,0.000582,0.000921,0.000647,0.000874,0.000895,0.001127,0.001145,0.102084,80
active_probe_planner,occluded_push_recovery,actuator_lag,combined_stress,0.537500,0.522025,0.206237,0.198156,0.085645,0.309930,0.079359,0.115836,0.163222,0.189836,0.171606,0.017300,0.109948,0.001907,0.001082,0.001221,0.000652,0.000923,0.000599,0.000958,0.000835,0.001024,0.000983,0.109904,80
active_probe_planner,occluded_push_recovery,actuator_lag,hidden_mechanism,0.737500,0.548493,0.183352,0.170681,0.074971,0.301160,0.068599,0.095593,0.145949,0.165180,0.152420,0.303535,0.097026,0.002246,0.001282,0.000983,0.000660,0.000827,0.000617,0.000816,0.000989,0.001267,0.001215,0.096899,80
active_probe_planner,occluded_push_recovery,actuator_lag,in_distribution,0.550000,0.563338,0.171344,0.158643,0.070826,0.295711,0.063247,0.086136,0.138632,0.155149,0.144621,0.156972,0.109706,0.002250,0.001099,0.001123,0.000593,0.000933,0.000651,0.000818,0.000759,0.001130,0.001022,0.109654,80
active_probe_planner,occluded_push_recovery,actuator_lag,long_horizon,0.775000,0.552553,0.189270,0.184599,0.079521,0.300193,0.069131,0.097165,0.152297,0.171771,0.158930,0.316963,0.092084,0.002170,0.000916,0.001035,0.000667,0.001018,0.000630,0.000704,0.000867,0.001089,0.001112,0.092256,80
active_probe_planner,occluded_push_recovery,actuator_lag,sparse_observation,0.700000,0.528458,0.195211,0.182229,0.080993,0.308972,0.077477,0.110814,0.156630,0.182152,0.164623,0.215966,0.101054,0.002149,0.001301,0.001093,0.000663,0.000874,0.000690,0.000986,0.000782,0.001150,0.001092,0.101209,80
active_probe_planner,occluded_push_recovery,combined_hidden_mechanisms,combined_stress,0.525000,0.472129,0.226377,0.214046,0.089100,0.322628,0.085452,0.126732,0.173426,0.202117,0.183037,-0.062526,0.110121,0.001798,0.001128,0.001086,0.000739,0.000886,0.000657,0.000848,0.000873,0.001200,0.001097,0.110010,80
active_probe_planner,occluded_push_recovery,combined_hidden_mechanisms,hidden_mechanism,0.625000,0.482811,0.218678,0.195891,0.086287,0.318480,0.080500,0.118022,0.166953,0.192429,0.175633,0.075108,0.106757,0.002416,0.001139,0.001150,0.000606,0.000882,0.000709,0.001051,0.001092,0.001268,0.001273,0.106759,80
active_probe_planner,occluded_push_recovery,combined_hidden_mechanisms,in_distribution,0.562500,0.492320,0.209337,0.186072,0.081592,0.315742,0.075361,0.108075,0.159826,0.181586,0.167321,0.047170,0.109394,0.002435,0.001107,0.001160,0.000604,0.000755,0.000680,0.000837,0.000871,0.001064,0.001154,0.109904,80
active_probe_planner,occluded_push_recovery,combined_hidden_mechanisms,long_horizon,0.625000,0.482686,0.224111,0.209689,0.088257,0.318705,0.080787,0.119925,0.171346,0.196576,0.180571,0.053820,0.106757,0.002154,0.000905,0.001079,0.000595,0.000739,0.000662,0.000912,0.000915,0.001083,0.001096,0.106650,80
active_probe_planner,occluded_push_recovery,combined_hidden_mechanisms,sparse_observation,0.550000,0.472011,0.223400,0.202883,0.088193,0.322470,0.083896,0.125728,0.170913,0.200089,0.179717,-0.022470,0.109706,0.002338,0.000960,0.001349,0.000671,0.000910,0.000774,0.000864,0.000893,0.001147,0.001152,0.109736,80
active_probe_planner,occluded_push_recovery,compliance_shift,combined_stress,0.625000,0.538350,0.199724,0.192720,0.083863,0.306551,0.077725,0.112347,0.161093,0.187004,0.169333,0.126409,0.106757,0.002453,0.001117,0.001109,0.000585,0.000837,0.000651,0.000718,0.000861,0.001112,0.001062,0.106755,80
active_probe_planner,occluded_push_recovery,compliance_shift,hidden_mechanism,0.725000,0.562939,0.175386,0.165248,0.072305,0.297559,0.066307,0.091634,0.141489,0.159982,0.147989,0.316278,0.098464,0.002432,0.001160,0.001196,0.000646,0.000904,0.000636,0.000752,0.000847,0.001129,0.001070,0.098423,80
active_probe_planner,occluded_push_recovery,compliance_shift,in_distribution,0.700000,0.573674,0.163763,0.153894,0.066916,0.292401,0.061311,0.082136,0.132569,0.147659,0.138056,0.331988,0.101054,0.002032,0.001159,0.001108,0.000785,0.000761,0.000680,0.001022,0.000994,0.001166,0.001250,0.101047,80
active_probe_planner,occluded_push_recovery,compliance_shift,long_horizon,0.700000,0.565376,0.181239,0.178991,0.075459,0.296648,0.067366,0.093220,0.145561,0.163106,0.152554,0.269468,0.101054,0.002101,0.001105,0.001066,0.000676,0.000783,0.000619,0.000762,0.000732,0.000970,0.000983,0.101038,80
active_probe_planner,occluded_push_recovery,compliance_shift,sparse_observation,0.550000,0.540033,0.186240,0.177188,0.077883,0.304917,0.074594,0.106975,0.150876,0.175208,0.159162,0.092575,0.109706,0.002389,0.001211,0.001133,0.000721,0.000774,0.000550,0.000931,0.000985,0.001173,0.001232,0.109197,80
active_probe_planner,occluded_push_recovery,contact_mode_flip,combined_stress,0.662500,0.507325,0.215766,0.205605,0.086847,0.315501,0.081968,0.119997,0.166574,0.194255,0.175012,0.115405,0.104273,0.002192,0.000985,0.001100,0.000664,0.000821,0.000668,0.000802,0.001041,0.001293,0.001348,0.104134,80
active_probe_planner,occluded_push_recovery,contact_mode_flip,hidden_mechanism,0.612500,0.534080,0.192850,0.178067,0.075824,0.306656,0.070500,0.099958,0.149507,0.169468,0.156785,0.152415,0.107431,0.001944,0.000980,0.001083,0.000619,0.000772,0.000643,0.000919,0.000860,0.001071,0.001009,0.107687,80
active_probe_planner,occluded_push_recovery,contact_mode_flip,in_distribution,0.712500,0.547861,0.180178,0.166432,0.071407,0.299999,0.065698,0.090195,0.139815,0.156913,0.145758,0.295217,0.099805,0.002136,0.001064,0.001064,0.000623,0.000747,0.000755,0.000913,0.000834,0.001046,0.001025,0.100139,80
active_probe_planner,occluded_push_recovery,contact_mode_flip,long_horizon,0.662500,0.535396,0.197439,0.191710,0.079224,0.304364,0.071528,0.101656,0.154320,0.174397,0.161417,0.181141,0.104273,0.002033,0.001105,0.001047,0.000673,0.000802,0.000775,0.000848,0.000798,0.001117,0.000977,0.104205,80
active_probe_planner,occluded_push_recovery,contact_mode_flip,sparse_observation,0.600000,0.513529,0.203847,0.190169,0.080913,0.313219,0.079418,0.115260,0.158387,0.185138,0.166025,0.092500,0.108031,0.002455,0.000934,0.001071,0.000689,0.000905,0.000666,0.000779,0.000812,0.001158,0.000982,0.108376,80
active_probe_planner,occluded_push_recovery,friction_shift,combined_stress,0.687500,0.548808,0.191950,0.186560,0.080928,0.303560,0.076964,0.109958,0.155768,0.181430,0.163609,0.212698,0.102212,0.002403,0.001033,0.001147,0.000710,0.000783,0.000570,0.000973,0.000824,0.001068,0.001121,0.102265,80
active_probe_planner,occluded_push_recovery,friction_shift,hidden_mechanism,0.600000,0.573210,0.168547,0.160956,0.069932,0.294320,0.064745,0.088458,0.136306,0.154025,0.142303,0.212669,0.108031,0.001970,0.000856,0.000994,0.000696,0.000813,0.000681,0.000942,0.000862,0.001075,0.001142,0.107576,80
active_probe_planner,occluded_push_recovery,friction_shift,in_distribution,0.675000,0.585324,0.156969,0.148782,0.064486,0.288894,0.059053,0.079299,0.127520,0.142068,0.133025,0.329809,0.103285,0.002053,0.001070,0.001099,0.000608,0.000794,0.000625,0.000846,0.001039,0.001254,0.001390,0.103158,80
active_probe_planner,occluded_push_recovery,friction_shift,long_horizon,0.637500,0.577404,0.172563,0.173372,0.072441,0.293779,0.065843,0.089671,0.141484,0.158725,0.148272,0.231593,0.106008,0.001910,0.001018,0.000868,0.000668,0.000755,0.000626,0.000882,0.000997,0.001141,0.001281,0.106156,80
active_probe_planner,occluded_push_recovery,friction_shift,sparse_observation,0.562500,0.551650,0.179295,0.171974,0.075404,0.302489,0.074017,0.103959,0.146435,0.170728,0.153573,0.126569,0.109394,0.002089,0.000995,0.001110,0.000693,0.000893,0.000598,0.000770,0.000834,0.001088,0.001085,0.109414,80
active_probe_planner,occluded_push_recovery,nominal,combined_stress,0.675000,0.585998,0.173904,0.174596,0.075434,0.295005,0.072499,0.101120,0.145321,0.168958,0.153083,0.257977,0.103285,0.002316,0.001029,0.001230,0.000588,0.000833,0.000655,0.000751,0.000929,0.001151,0.001166,0.103467,80
active_probe_planner,occluded_push_recovery,nominal,hidden_mechanism,0.737500,0.610407,0.149602,0.146349,0.063793,0.285911,0.060625,0.078874,0.125569,0.142544,0.131350,0.411620,0.097026,0.002209,0.001257,0.001015,0.000631,0.000828,0.000636,0.000872,0.000719,0.000972,0.000911,0.096690,80
active_probe_planner,occluded_push_recovery,nominal,in_distribution,0.700000,0.624226,0.137908,0.134746,0.058540,0.280651,0.055540,0.070685,0.116604,0.129785,0.121645,0.415841,0.101054,0.002303,0.000975,0.000979,0.000728,0.000925,0.000696,0.001021,0.000949,0.001159,0.001135,0.101096,80
active_probe_planner,occluded_push_recovery,nominal,long_horizon,0.662500,0.614034,0.154442,0.161092,0.067101,0.286307,0.061223,0.082638,0.130891,0.146580,0.136766,0.313828,0.104273,0.002346,0.001177,0.001160,0.000678,0.000959,0.000703,0.000756,0.000895,0.001100,0.001256,0.104203,80
active_probe_planner,occluded_push_recovery,nominal,sparse_observation,0.637500,0.590652,0.161407,0.158310,0.069407,0.293874,0.069644,0.094980,0.135683,0.158587,0.142416,0.261866,0.106008,0.002564,0.000987,0.001068,0.000665,0.000919,0.000654,0.000845,0.000894,0.001214,0.001126,0.106334,80
active_probe_planner,occluded_push_recovery,occlusion_persistence,combined_stress,0.575000,0.517629,0.207994,0.198625,0.084811,0.311959,0.080854,0.118379,0.164020,0.191327,0.172627,0.049762,0.109011,0.002173,0.001089,0.001086,0.000585,0.000800,0.000639,0.000968,0.000883,0.001117,0.001133,0.108922,80
